全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,種別,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,アクセス方法,駐車場情報,電話番号,内線番号,FAX番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,認可等年月日,収容定員,受入年齢,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,一時預かりの有無,子供預かり料金種別,子供預かり料金,子供預かり料金備考,子供預かり開所時間,子供預かり閉所時間,病児保育の有無,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考
112038,k130000051,埼玉県川口市,鳩笛保育園,ハトブエホイクエン,,認可私立保育所,112038,,埼玉県川口市東本郷1185,埼玉県,川口市東本郷1185,,,,35.82709646,139.7625848,,,,,(048)284-1577,,(048)284-1577,,,,,,学校法人　木浦学園,2005/4/1,20,1歳から2歳,月火水木金土,7:00,19:00,土曜日の開所時間は07：00から18：00休所日は日曜日及び祝日、12/29から1/3まで,無,,,,,,,,,,,,,,,
112038,k130000052,埼玉県川口市,ワールド保育園,ワールドホイクエン,,認可私立保育所,112038,,埼玉県川口市元郷1-9-6,埼玉県,川口市元郷1-9-6,,,,35.79917637,139.730846,,,,,(048)223-1960,,(048)225-4446,,,,,,社会福祉法人　ひふみ会,2005/4/1,45,0歳から2歳,月火水木金土,7:00,19:00,土曜日の開所時間は07：00から16：00休所日は日曜日及び祝日、12/29から1/3まで,無,,,,,,,,,,,,,,,
112038,k130000053,埼玉県川口市,あいう園,アイウエン,,認可私立保育所,112038,,埼玉県川口市幸町3-10-16,埼玉県,川口市幸町3-10-16,,,3Ｆ,35.80748737,139.717707,,,,,(048)240-2777,,(048)240-2786,,,,,,社会福祉法人　理趣会,2014/4/1,45,0歳から5歳,月火水木金土,7:00,19:00,土曜日の開所時間は07：00から18：00休所日は日曜日及び祝日、12/29から1/3まで,有,,,,,,,,,,,,,,,
112038,k130000054,埼玉県川口市,フォーマザー保育園,フォーマザーホイクエン,,認可私立保育所,112038,,埼玉県川口市東川口3-2-29,埼玉県,川口市東川口3-2-29,,,,35.87757975,139.7447687,,,,,(048)291-2713,,(048)291-2714,,,,,,株式会社　フォーマザー,2006/4/1,59,2歳から3歳,月火水木金土,7:00,20:00,土曜日の開所時間は07：00から18：00休所日は日曜日及び祝日、12/29から1/3まで,無,,,,,,,,,,,,,,,
112038,k130000055,埼玉県川口市,フォーマザー保育園　第1分園,フォーマザーホイクエン　ダイイチブンエン,,認可私立保育所,112038,,埼玉県川口市東川口2-13-26,埼玉県,川口市東川口2-13-26,,,,35.87807058,139.7482736,,,,,(048)291-2713,,(048)291-2714,,,,,,株式会社　フォーマザー,2008/4/1,25,0歳から1歳,月火水木金土,7:00,20:00,土曜日の開所時間は07：00から18：00休所日は日曜日及び祝日、12/29から1/3まで,無,,,,,,,,,,,,,,,
112038,k130000056,埼玉県川口市,フォーマザー保育園　第2分園,フォーマザーホイクエン　ダイニブンエン,,認可私立保育所,112038,,埼玉県川口市東川口1-3-10,埼玉県,川口市東川口1-3-10,,,1Ｆ,35.87731254,139.7426353,,,,,(048)291-2713,,(048)291-2714,,,,,,株式会社　フォーマザー,2016/4/1,86,4歳から5歳,月火水木金土,7:00,20:00,土曜日の開所時間は07：00から18：00休所日は日曜日及び祝日、12/29から1/3まで,無,,,,,,,,,,,,,,,
112038,k130000057,埼玉県川口市,川口リボンシティ保育園,カワグチリボンシティホイクエン,,認可私立保育所,112038,,埼玉県川口市並木元町1-65,埼玉県,川口市並木元町1-65,,,,35.80784343,139.715103,,,,,(048)255-3780,,(048)255-3780,,,,,,株式会社　プチ・ナーサリー,2007/4/1,60,0歳から5歳,月火水木金土,7:00,20:00,土曜日の開所時間は07：00から18：00休所日は日曜日及び祝日、12/29から1/3まで,無,,,,,,,,,,,,,,,
112038,k130000058,埼玉県川口市,うぃず川口西口保育園,ウィズカワグチニシグチホイクエン,,認可私立保育所,112038,,埼玉県川口市飯塚1-2-16,埼玉県,川口市飯塚1-2-16,,,川口ホームズ2F,35.79999565,139.7145085,,,,,(048)299-5086,,(048)256-3232,,,,,,株式会社　ＷＩＴＨ,2007/4/1,60,0歳から5歳,月火水木金土,7:00,20:00,土曜日の開所時間は07：00から18：00休所日は日曜日及び祝日、12/29から1/3まで,無,,,,,,,,,,,,,,,
112038,k130000059,埼玉県川口市,汽車ぽっぽ保育園,キシャポッポホイクエン,,認可私立保育所,112038,,埼玉県川口市東川口6-8-19,埼玉県,川口市東川口6-8-19,,,,35.87708291,139.7536223,,,,,(048)295-7599,,(048)290-4175,,,,,,社会福祉法人　けやき福祉会,2011/4/1,45,0歳から5歳,月火水木金土,7:00,19:00,土曜日の開所時間は07：00から18：00休所日は日曜日及び祝日、12/29から1/3まで,無,,,,,,,,,,,,,,,
112038,k130000060,埼玉県川口市, うぃず戸塚安行駅前保育園,ウィズトツカアンギョウエキマエホイクエン,,認可私立保育所,112038,,埼玉県川口市戸塚6-22-2,埼玉県,川口市戸塚6-22-2,,,,35.86113324,139.7545148,,,,,(048)452-4801,,(048)452-4802,,,,,,株式会社　ＷＩＴＨ,2009/9/1,45,0歳から5歳,月火水木金土,7:00,19:00,土曜日の開所時間は07：00から18：00休所日は日曜日及び祝日、12/29から1/3まで,無,,,,,,,,,,,,,,,
112038,k130000061,埼玉県川口市,赤芝第二保育園,アカシバダイニホイクエン,,認可私立保育所,112038,,埼玉県川口市戸塚東1-2-27,埼玉県,川口市戸塚東1-2-27,,,,35.87455679,139.7486577,,,,,(048)297-6771,,(048)297-6772,,,,,,社会福祉法人　赤芝心育会,2010/4/1,60,0歳から5歳,月火水木金土,7:00,19:00,土曜日の開所時間は07：30から18：00休所日は日曜日及び祝日、12/29から1/3まで,無,,,,,,,,,,,,,,,
112038,k130000062,埼玉県川口市,おさなご園,オサナゴエン,,認可私立保育所,112038,,埼玉県川口市朝日5-7-15,埼玉県,川口市朝日5-7-15,,,,35.80631042,139.7456785,,,,,(048)223-5846,,(048)224-5843,,,,,,社会福祉法人　シオンの会,2012/4/1,90,0歳から5歳,月火水木金土,7:00,19:00,土曜日の開所時間は07：00から18：00休所日は日曜日及び祝日、12/29から1/3まで,無,,,,,,,,,,,,,,,
112038,k130000063,埼玉県川口市,東川口鳩笛保育園,ヒガシカワグチハトブエホイクエン,,認可私立保育所,112038,,埼玉県川口市戸塚1-7-11,埼玉県,川口市戸塚1-7-11,,,,35.87114846,139.743418,,,,,(048)280-6668,,(048)280-6666,,,,,,社会福祉法人　精寿会,2012/4/1,60,0歳から5歳,月火水木金土,7:00,19:00,土曜日の開所時間は07：00から18：00休所日は日曜日及び祝日、12/29から1/3まで,無,,,,,,,,,,,,,,,
112038,k130000064,埼玉県川口市,はとがや保育園,ハトガヤホイクエン,,認可私立保育所,112038,,埼玉県川口市鳩ヶ谷本町1-6-10,埼玉県,川口市鳩ヶ谷本町1-6-10,,,,35.83238277,139.7383348,,,,,(048)284-1438,,(048)284-1449,,,,,,社会福祉法人　こぶし会,1982/4/1,72,0歳から5歳,月火水木金土,7:00,19:00,土曜日の開所時間は07：00から17：00休所日は日曜日及び祝日、12/29から1/3まで,無,,,,,,,,,,,,,,,
112038,k130000065,埼玉県川口市,いちご保育園,イチゴホイクエン,,認可私立保育所,112038,,埼玉県川口市大字里1608-1,埼玉県,川口市大字里1608-1,,,,35.83054977,139.7339844,,,,,(048)284-8122,,(048)284-8122,,,,,,有限会社　いちご保育園,2005/4/1,39,0歳から5歳,月火水木金土,7:00,19:00,土曜日の開所時間は07：00から18：00休所日は日曜日及び祝日、12/29から1/3まで,無,,,,,,,,,,,,,,,
112038,k130000066,埼玉県川口市,どんぐり保育園,ドングリホイクエン,,認可私立保育所,112038,,埼玉県川口市三ツ和1-21-21,埼玉県,川口市三ツ和1-21-21,,,,35.8248682,139.7409175,,,,,(048)285-5512,,(048)285-5512,,,,,,社会福祉法人　三ツ和会,2006/4/1,60,0歳から5歳,月火水木金土,7:00,19:00,土曜日の開所時間は07：00から18：00休所日は日曜日及び祝日、12/29から1/3まで,無,,,,,,,,,,,,,,,
112038,k130000067,埼玉県川口市,鳩ヶ谷めぐみ保育園,ハトガヤメグミホイクエン,,認可私立保育所,112038,,埼玉県川口市大字里1368,埼玉県,川口市大字里1368,,,,35.83045371,139.7290817,,,,,(048)288-5361,,(048)288-5362,,,,,,株式会社　鳩ヶ谷めぐみ保育園,2008/4/1,60,0歳から5歳,月火水木金土,7:00,19:00,土曜日の開所時間は07：00から16：00休所日は日曜日及び祝日、12/29から1/3まで,無,,,,,,,,,,,,,,,
112038,k130000068,埼玉県川口市,マリヤ保育園,マリヤホイクエン,,認可私立保育所,112038,,埼玉県川口市坂下町4-2-9,埼玉県,川口市坂下町4-2-9,,,,35.82937034,139.7386754,,,,,(048)281-3616,,(048)452-8899,,,,,,学校法人　松陰学園,2008/4/1,30,0歳から2歳,月火水木金土,7:00,19:00,土曜日の開所時間は07：00から16：00休所日は日曜日及び祝日、12/29から1/3まで,無,,,,,,,,,,,,,,,
112038,k130000069,埼玉県川口市,いちごみなみ保育園,イチゴミナミホイクエン,,認可私立保育所,112038,,埼玉県川口市南鳩ヶ谷5-1-8,埼玉県,川口市南鳩ヶ谷5-1-8,,,,35.81653279,139.736037,,,,,(048)288-1533,,(048)288-1530,,,,,,有限会社　いちご保育園,2009/4/1,60,0歳から5歳,月火水木金土,7:00,19:00,土曜日の開所時間は07：00から18：00休所日は日曜日及び祝日、12/29から1/3まで,無,,,,,,,,,,,,,,,
112038,k130000070,埼玉県川口市,バンビ保育園,バンビホイクエン,,認可私立保育所,112038,,埼玉県川口市鳩ヶ谷緑町2-17-5,埼玉県,川口市鳩ヶ谷緑町2-17-5,,,,35.81771257,139.7263975,,,,,(048)452-4308,,(048)452-4328,,,,,,株式会社　バンビ保育園,2009/4/1,60,0歳から5歳,月火水木金土,7:00,19:00,土曜日の開所時間は07：00から18：00休所日は日曜日及び祝日、12/29から1/3まで,無,,,,,,,,,,,,,,,
112038,k130000071,埼玉県川口市,うぃず川口本町保育園,ウィズカワグチホンチョウホイクエン,,認可私立保育所,112038,,埼玉県川口市本町4-11-6,埼玉県,川口市本町4-11-6,,,,35.79917112,139.7212549,,,,,(048)299-6601,,(048)299-6608,,,,,,社会福祉法人　彩保育会,2013/4/1,90,0歳から5歳,月火水木金土,7:00,20:00,土曜日の開所時間は07：00から18：00休所日は日曜日及び祝日、12/29から1/3まで,有,,,,,,,,,,,,,,,
112038,k130000072,埼玉県川口市,うぃず川口東口保育園,ウィズカワグチヒガシグチホイクエン,,認可私立保育所,112038,,埼玉県川口市栄町3-11-17,埼玉県,川口市栄町3-11-17,,,クレール川口プラザ1F,35.80468457,139.7197063,,,,,(048)446-7384,,(048)446-7385,,,,,,株式会社　ＷＩＴＨ,2013/4/1,60,0歳から5歳,月火水木金土,7:00,20:00,土曜日の開所時間は07：00から18：00休所日は日曜日及び祝日、12/29から1/3まで,無,,,,,,,,,,,,,,,
112038,k130000073,埼玉県川口市,フォーマザー西立野保育園,フォーマザーニシタテノホイクエン,,認可私立保育所,112038,,埼玉県川口市西立野654-17,埼玉県,川口市西立野654-17,,,,35.85925648,139.7475762,,,,,(048)299-2651,,(048)299-2652,,,,,,株式会社　フォーマザー,2014/4/1,90,0歳から5歳,月火水木金土,7:00,19:00,土曜日の開所時間は07：00から18：00休所日は日曜日及び祝日、12/29から1/3まで,無,,,,,,,,,,,,,,,
112038,k130000074,埼玉県川口市,まなびの森保育園川口,マナビノモリホイクエンカワグチ,,認可私立保育所,112038,,埼玉県川口市金山町12-1,埼玉県,川口市金山町12-1,,,ｻｳｽｹﾞｰﾄﾀﾜｰ101,35.79621321,139.7209938,,,,,(048)224-3599,,(048)224-3599,,,,,,株式会社　こどもの森,2014/4/1,60,0歳から5歳,月火水木金土,7:00,20:00,土曜日の開所時間は07：00から18：00休所日は日曜日及び祝日、12/29から1/3まで,無,,,,,,,,,,,,,,,
112038,k130000075,埼玉県川口市,うぃず川口元郷駅前保育園,ウィズカワグチモトゴウエキマエホイクエン,,認可私立保育所,112038,,埼玉県川口市元郷1-4-21,埼玉県,川口市元郷1-4-21,,,,35.80118979,139.7318098,,,,,(048)229-4691,,(048)229-4692,,,,,,社会福祉法人　彩保育会,2014/4/1,75,0歳から5歳,月火水木金土,7:00,20:00,土曜日の開所時間は07：00から18：00休所日は日曜日及び祝日、12/29から1/3まで,有,,,,,,,,,,,,,,,
112038,k130000076,埼玉県川口市,太陽の子川口幸町保育園,タイヨウノコカワグチサイワイチョウホイクエン,,認可私立保育所,112038,,埼玉県川口市幸町1-4-36,埼玉県,川口市幸町1-4-36,,,,35.80569707,139.7225192,,,,,(048)240-2211,,(048)257-6800,,,,,,ＨＩＴＯＷＡキッズライフ　株式会社,2014/4/1,60,0歳から5歳,月火水木金土,7:00,20:00,土曜日の開所時間は07：00から18：00休所日は日曜日及び祝日、12/29から1/3まで,無,,,,,,,,,,,,,,,
112038,k130000077,埼玉県川口市,汽車ぽっぽ第２保育園,キシャポッポダイニホイクエン,,認可私立保育所,112038,,埼玉県川口市安行吉蔵334-1,埼玉県,川口市安行吉蔵334-1,,,,35.85206538,139.7697553,,,,,(048)297-7599,,(048)297-7598,,,,,,社会福祉法人　けやき福祉会,2015/4/1,60,0歳から5歳,月火水木金土,7:00,19:00,土曜日の開所時間は07：00から18：00休所日は日曜日及び祝日、12/29から1/3まで,無,,,,,,,,,,,,,,,
112038,k130000078,埼玉県川口市,ステラ川口戸塚保育園,ステラカワグチトツカホイクエン,,認可私立保育所,112038,,埼玉県川口市戸塚5-8-5,埼玉県,川口市戸塚5-8-5,,,,35.8640067,139.7486207,,,,,(048)296-8000,,(048)297-6275,,,,,,社会福祉法人　星風会,2015/4/1,80,0歳から5歳,月火水木金土,7:00,20:00,土曜日の開所時間は07：00から18：00休所日は日曜日及び祝日、12/29から1/3まで,無,,,,,,,,,,,,,,,
112038,k130000079,埼玉県川口市,川口おおぞら保育園,カワグチオオゾラホイクエン,,認可私立保育所,112038,,埼玉県川口市石神697,埼玉県,川口市石神697,,,,35.86021833,139.7357836,,,,,(048)297-1002,,(048)297-1007,,,,,,社会福祉法人　まあれ愛恵会,2015/4/1,80,0歳から5歳,月火水木金土,7:00,20:00,土曜日の開所時間は07：00から18：00休所日は日曜日及び祝日、12/29から1/3まで,有,,,,,,,,,,,,,,,
112038,k130000080,埼玉県川口市,かわぐちこころ保育園,カワグチココロホイクエン,,認可私立保育所,112038,,埼玉県川口市安行出羽5-2-5,埼玉県,川口市安行出羽5-2-5,,,,35.85076259,139.7646145,,,,,(048)290-3030,,(048)290-3031,,,,,,社会福祉法人　こころ福祉会,2015/4/1,90,0歳から5歳,月火水木金土,7:00,20:00,土曜日の開所時間は07：00から18：00休所日は日曜日及び祝日、12/29から1/3まで,無,,,,,,,,,,,,,,,
112038,k130000081,埼玉県川口市,太陽の子　南鳩ヶ谷駅前保育園,タイヨウノコミナミハトガヤエキマエホイクエン,,認可私立保育所,112038,,埼玉県川口市南鳩ヶ谷4-10-19,埼玉県,川口市南鳩ヶ谷4-10-19,,,,35.8156186,139.7370763,,,,,(048)287-7707,,(048)287-7708,,,,,,ＨＩＴＯＷＡキッズライフ　株式会社,2015/4/1,70,0歳から5歳,月火水木金土,7:00,20:00,土曜日の開所時間は07：00から18：00休所日は日曜日及び祝日、12/29から1/3まで,無,,,,,,,,,,,,,,,
112038,k130000082,埼玉県川口市,川口星の子保育園,カワグチホシノコホイクエン,,認可私立保育所,112038,,埼玉県川口市新井宿25-3,埼玉県,川口市新井宿25-3,,,,35.84185893,139.7384577,,,,,(048)286-7760,,(048)286-7761,,,,,,株式会社　ゆうかり,2015/4/1,60,0歳から5歳,月火水木金土,7:00,19:00,土曜日の開所時間は07：00から18：00休所日は日曜日及び祝日、12/29から1/3まで,無,,,,,,,,,,,,,,,
112038,k130000083,埼玉県川口市,みどりご園,ミドリゴエン,,認可私立保育所,112038,,埼玉県川口市弥平2-2-14,埼玉県,川口市弥平2-2-14,,,,35.80382882,139.7483494,,,,,(048)226-3719,,(048)229-3677,,,,,,社会福祉法人　シオンの会,2015/4/1,90,0歳から5歳,月火水木金土,7:00,19:00,土曜日の開所時間は07：00から18：00休所日は日曜日及び祝日、12/29から1/3まで,有,,,,,,,,,,,,,,,
112038,k130000084,埼玉県川口市,川口すみれ保育園,カワグチスミレホイクエン,,認可私立保育所,112038,,埼玉県川口市飯塚2-2-1,埼玉県,川口市飯塚2-2-1,,,ライオンズプラザ川口,35.80174556,139.7133999,,,,,(048)254-4649,,(048)242-5252,,,,,,株式会社　東立,2015/4/1,75,0歳から5歳,月火水木金土,7:00,20:00,土曜日の開所時間は08：00から18：00休所日は日曜日及び祝日、12/29から1/3まで,無,,,,,,,,,,,,,,,
112038,k130000085,埼玉県川口市,保育所まぁむ川口東口園,ホイクショマァムカワグチヒガシグチエン,,認可私立保育所,112038,,埼玉県川口市幸町3-8-46-203,埼玉県,川口市幸町3-8-46-203,,,,35.8050447,139.7178631,,,,,(048)254-5116,,(048)280-6105,,,,,,株式会社　ＷＩＴＨ,2015/4/1,49,1歳から5歳,月火水木金土,7:00,20:00,土曜日の開所時間は07：00から18：00休所日は日曜日及び祝日、12/29から1/3まで,無,,,,,,,,,,,,,,,
112038,k130000086,埼玉県川口市,インフィニティ保育園　柳崎園,インフィニティホイクエンヤナギサキエン,,認可私立保育所,112038,,埼玉県川口市柳崎2-25-9,埼玉県,川口市柳崎2-25-9,,,,35.85205265,139.6972498,,,,,(048)423-3611,,(048)423-3619,,,,,,株式会社　インフィニティプラネット,2015/4/1,38,0歳から5歳,月火水木金土,7:00,19:00,土曜日の開所時間は07：00から18：00休所日は日曜日及び祝日、12/29から1/3まで,無,,,,,,,,,,,,,,,
112038,k130000087,埼玉県川口市,リトル宙保育園,リトルソラホイクエン,,認可私立保育所,112038,,埼玉県川口市芝樋ノ爪1-7-9,埼玉県,川口市芝樋ノ爪1-7-9,,,,35.82989222,139.6904301,,,,,(048)262-6606,,(048)262-6607,,,,,,社会福祉法人　藤照会,2015/4/1,49,0歳から5歳,月火水木金土,7:00,20:00,土曜日の開所時間は07：00から18：00休所日は日曜日及び祝日、12/29から1/3まで,無,,,,,,,,,,,,,,,
112038,k130000088,埼玉県川口市,プリスクレール・ディゾ・アンジェ川口戸塚,プリスクレールディゾアンジェカワグチトツカ,,認可私立保育所,112038,,埼玉県川口市戸塚3-21-12,埼玉県,川口市戸塚3-21-12,,,,35.86754166,139.7514336,,,,,(048)229-3217,,(048)229-3276,,,,,,有限会社　パレット,2016/4/1,80,0歳から5歳,月火水木金土,7:00,20:00,土曜日の開所時間は07：00から18：00休所日は日曜日及び祝日、12/29から1/3まで,無,,,,,,,,,,,,,,,
112038,k130000089,埼玉県川口市,川口まりーな保育園,カワグチマリーナホイクエン,,認可私立保育所,112038,,埼玉県川口市八幡木2-1-17,埼玉県,川口市八幡木2-1-17,,,,35.81673661,139.747384,,,,,(048)242-5517,,(048)242-5519,,,,,,株式会社　ＬＩＤＯ,2016/4/1,69,0歳から5歳,月火水木金土,7:00,19:00,土曜日の開所時間は07：00から18：00休所日は日曜日及び祝日、12/29から1/3まで,無,,,,,,,,,,,,,,,
112038,k130000090,埼玉県川口市,西川口クマさん保育所,ニシカワグチクマサンホイクショ,,認可私立保育所,112038,,埼玉県川口市並木2-9-9,埼玉県,川口市並木2-9-9,,,,35.81592044,139.7091011,,,,,(048)240-3175,,(048)240-3176,,,,,,社会福祉法人　優愛会,2017/4/1,90,0歳から5歳,月火水木金土,7:00,20:00,土曜日の開所時間は07：00から18：00休所日は日曜日及び祝日、12/29から1/3まで,有,,,,,,,,,,,,,,,
112038,k130000091,埼玉県川口市,たいよう保育園中青木園,タイヨウホイクエンナカアオキエン,,認可私立保育所,112038,,埼玉県川口市中青木4-11-1,埼玉県,川口市中青木4-11-1,,,,35.81593925,139.7182918,,,,,(048)257-5501,,(048)257-5507,,,,,,株式会社　サングリット,2017/4/1,90,0歳から5歳,月火水木金土,7:00,19:00,土曜日の開所時間は07：00から18：00休所日は日曜日及び祝日、12/29から1/3まで,無,,,,,,,,,,,,,,,
112038,k130000092,埼玉県川口市,いちごひがし保育園,イチゴヒガシホイクエン,,認可私立保育所,112038,,埼玉県川口市大字里712-3,埼玉県,川口市大字里712-3,,,,35.83488457,139.7338962,,,,,(048)281-0015,,(048)281-0025,,,,,,有限会社　いちご保育園,2017/4/1,60,0歳から5歳,月火水木金土,7:00,19:00,土曜日の開所時間は07：00から18：00休所日は日曜日及び祝日、12/29から1/3まで,無,,,,,,,,,,,,,,,
112038,k130000093,埼玉県川口市,みらい保育園,ミライホイクエン,,認可私立保育所,112038,,埼玉県川口市西川口1-39-5,埼玉県,川口市西川口1-39-5,,,,35.81502252,139.69958,,,,,(048)240-0008,,(048)255-5556,,,,,,株式会社　フロンティアキッズ,2017/4/1,100,0歳から5歳,月火水木金土,7:00,19:00,土曜日の開所時間は07：00から18：00休所日は日曜日及び祝日、12/29から1/3まで,無,,,,,,,,,,,,,,,
112038,k130000094,埼玉県川口市,バンビ保育園あさひ,バンビホイクエンアサヒ,,認可私立保育所,112038,,埼玉県川口市朝日1-26-7,埼玉県,川口市朝日1-26-7,,,,35.80741037,139.7388507,,,,,(048)226-3565,,(048)226-3566,,,,,,株式会社　バンビ保育園,2017/4/1,70,0歳から5歳,月火水木金土,7:00,19:00,土曜日の開所時間は07：00から18：00休所日は日曜日及び祝日、12/29から1/3まで,無,,,,,,,,,,,,,,,
112038,k130000095,埼玉県川口市,うぐす保育園川口戸塚,ウグスホイクエンカワグチトツカ,,認可私立保育所,112038,,埼玉県川口市西立野400-9,埼玉県,川口市西立野400-9,,,,35.85749662,139.7511366,,,,,(048)298-7887,,(048)298-7877,,,,,,株式会社　UGUSU,2017/4/1,70,0歳から5歳,月火水木金土,7:00,19:00,土曜日の開所時間は07：00から18：00休所日は日曜日及び祝日、12/29から1/3まで,無,,,,,,,,,,,,,,,
112038,k130000096,埼玉県川口市,川口きらら保育園,カワグチキララホイクエン,,認可私立保育所,112038,,埼玉県川口市本町1-7-5,埼玉県,川口市本町1-7-5,,,,35.79528755,139.7243624,,,,,(048)420-9193,,(048)420-9194,,,,,,株式会社　プレストエデュケーションズ,2017/4/1,76,0歳から5歳,月火水木金土,7:00,19:00,土曜日の開所時間は07：00から18：00休所日は日曜日及び祝日、12/29から1/3まで,無,,,,,,,,,,,,,,,
112038,k130000097,埼玉県川口市,ＯＨＡＮＡ川口保育園,オハナカワグチホイクエン,,認可私立保育所,112038,,埼玉県川口市川口2-9-14,埼玉県,川口市川口2-9-14,,,,35.79808884,139.7174185,,,,,(048)240-3386,,(048)497-2014,,,,,,株式会社 豊翔堂,2017/4/1,50,1歳から5歳,月火水木金土,7:00,20:00,土曜日の開所時間は07：00から18：00休所日は日曜日及び祝日、12/29から1/3まで,無,,,,,,,,,,,,,,,
112038,k130000098,埼玉県川口市,元郷まりーな保育園,モトゴウマリーナホイクエン,,認可私立保育所,112038,,埼玉県川口市弥平1-9-7,埼玉県,川口市弥平1-9-7,,,,35.80114501,139.7464236,,,,,(048)287-8686,,(048)287-8787,,,,,,株式会社　ＬＩＤＯ,2017/4/1,80,0歳から5歳,月火水木金土,7:00,19:00,土曜日の開所時間は07：00から18：00休所日は日曜日及び祝日、12/29から1/3まで,無,,,,,,,,,,,,,,,
112038,k130000099,埼玉県川口市,キッズランド川口金山町園,キッズランドカワグチカナヤマチョウエン,,認可私立保育所,112038,,埼玉県川口市金山町12-1,埼玉県,川口市金山町12-1,,,サウスゲートタワー103-3,35.79675941,139.7210766,,,,,(048)224-3100,,(048)452-4610,,,,,,キッズハウス・サポート・サービス　株式会社,2017/4/1,52,0歳から5歳,月火水木金土,7:00,19:00,土曜日の開所時間は07：00から18：00休所日は日曜日及び祝日、12/29から1/3まで,無,,,,,,,,,,,,,,,
112038,k130000100,埼玉県川口市,あおい保育園,アオイホイクエン,,認可私立保育所,112038,,埼玉県川口市榛松1-8-12,埼玉県,川口市榛松1-8-12,,,,35.82055014,139.7723707,,,,,(048)284-6667,,(048)284-7776,,,,,,株式会社　フロンティアキッズ,2018/4/1,90,0歳から5歳,月火水木金土,7:00,19:00,土曜日の開所時間は07：00から18：00休所日は日曜日及び祝日、12/29から1/3まで,無,,,,,,,,,,,,,,,
112038,k130000101,埼玉県川口市,川口木曽呂ゆたか保育園,カワグチキゾロユタカホイクエン,,認可私立保育所,112038,,埼玉県川口市大字木曽呂496-2,埼玉県,川口市大字木曽呂496-2,,,,35.8604451,139.7288342,,,,,(048)290-0500,,(048)290-0501,,,,,,社会福祉法人　良心会,2018/4/1,60,0歳から5歳,月火水木金土,7:00,19:00,土曜日の開所時間は07：00から18：00休所日は日曜日及び祝日、12/29から1/3まで,無,,,,,,,,,,,,,,,
